Gene,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
Os05g0536200,['transport.sugars'],LOC_Os05g45950,-0.033401789,0.944280465,,-0.023065712,0.950018374,,0.265119091,0.394281849,,0.459109477,0.097681076,,0.274547863,0.350708857,
Os05g0537100,['RNA.regulation of transcription.WRKY domain transcription factor family'],LOC_Os05g46020,3.538475143,6.10E-20,Up,4.243346938,1.86E-29,Up,2.662796624,2.35E-11,Up,2.359808718,2.59E-09,Up,2.474333188,7.61E-10,Up
Os05g0537200,NA,LOC_Os05g46030,-0.686183329,0.319460159,,-1.223568621,0.029222674,Down,-1.363267608,0.019908715,Down,-1.381000648,0.01158361,Down,-2.138963041,0.000395676,Down
Os05g0537300,['cell.organisation'],LOC_Os05g46030,-0.745755076,0.029498384,,-1.301438365,1.50E-05,Down,-1.012382394,0.001233383,Down,-1.30625323,1.06E-05,Down,-0.981263797,0.00159905,
Os05g0537400,['protein.postranslational modification'],LOC_Os05g46040,3.505601416,8.23E-46,Up,4.184709343,1.01E-66,Up,4.126509664,1.99E-64,Up,3.997595632,5.88E-61,Up,3.211176669,2.69E-38,Up
Os05g0539500,['not assigned.unknown'],LOC_Os05g46210,-0.094541931,0.859883567,,-0.098945149,0.814730025,,-0.084263077,0.848841285,,-0.279926255,0.452367692,,-0.411495234,0.255978575,
Os05g0539600,NA,LOC_Os05g46220,-0.069245104,0.905750599,,0.302827889,0.43388582,,0.328899019,0.398531994,,0.113055408,0.793501529,,0.04664807,0.915548242,
Os05g0539700,['DNA.synthesis/chromatin structure'],LOC_Os05g46230,-0.004331745,0.991213927,,-0.097305901,0.685512542,,-0.289763313,0.166506315,,-0.318303051,0.10991885,,-0.318641692,0.111392341,
Os05g0540300,['protein.folding'],LOC_Os05g46290,-0.470459855,0.041648307,,0.123475873,0.620856154,,0.353294838,0.100631883,,0.361902242,0.080459152,,0.143809067,0.539012484,
Os05g0541100,['signalling.calcium'],LOC_Os05g46350,0.354080663,0.466795876,,-0.164375009,0.72493539,,-0.481928048,0.257253353,,-0.755790315,0.047300265,,-0.757569313,0.056983926,
Os05g0541301,NA,None,-0.123023162,0.902447987,,0.075844954,0.922630426,,0.636420826,0.323749071,,0.648343869,0.288005559,,0.225841145,0.750453264,
Os05g0541400,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os05g46370,3.260408957,1.39E-10,Up,2.773794652,4.31E-08,Up,0.25495056,0.745483568,,0.508592944,0.439334327,,0.652315512,0.308297362,
Os05g0541500,['not assigned.unknown'],LOC_Os05g46380,-0.67748814,0.322467786,,-1.037333115,0.066047092,,-0.501678744,0.42628966,,-0.764420839,0.17484381,,-1.131526895,0.050284648,
Os05g0541700,['not assigned.unknown'],LOC_Os05g46395,0.995066821,5.03E-05,,1.079974902,3.04E-06,Up,0.838735035,0.000586714,,0.902000261,0.000112283,,0.890471048,0.000205929,
Os05g0541750,NA,None,-0.690307574,0.127588323,,-0.153677488,0.753236714,,-0.598699204,0.151226916,,-0.610953687,0.127273932,,-1.986229523,3.67E-07,Down
Os05g0541900,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L28'],LOC_Os05g46430,-0.613312431,0.001516001,,-0.627827621,0.000567124,,-0.476710839,0.011566815,,-0.707214838,7.23E-05,,-1.266022708,6.61E-13,Down
Os05g0542100,['not assigned.unknown'],LOC_Os05g46450,-0.113989184,0.697635823,,-0.283261876,0.18772758,,-0.189407648,0.410195541,,-0.300887741,0.146732313,,-0.145148041,0.519967899,
Os05g0542150,NA,None,2.479541761,1.72E-05,Up,0.871509613,0.189718402,,0.53886399,0.473946118,,0.75307402,0.254882164,,0.899877809,0.169186804,
Os05g0542200,['not assigned.unknown'],LOC_Os05g46460,2.976007989,2.20E-65,Up,1.738300461,1.20E-22,Up,1.147314306,3.89E-10,Up,0.922091632,5.68E-07,,1.391314313,1.17E-14,Up
Os05g0542300,['not assigned.unknown'],LOC_Os05g46470,2.234626852,0.378332244,,1.561034979,0.50958373,,2.161800319,0.337103258,,2.362494472,0.260651667,,2.907141925,0.148701751,
Os05g0542600,['not assigned.unknown'],LOC_Os05g46490,0.503144445,0.249908432,,1.056160329,0.00160708,Up,0.643661308,0.08609294,,0.969446452,0.003675403,,1.916569836,8.94E-10,Up
Os05g0542732,['not assigned.unknown'],LOC_Os05g46500,-0.665606972,0.146811102,,0.031766631,0.949822505,,0.013385744,0.980520921,,0.008380146,0.987993127,,0.021422082,0.965550207,
Os05g0542800,['cell wall.degradation.pectate lyases and polygalacturonases'],LOC_Os05g46510,1.167201369,0.000224207,Up,2.693373662,6.38E-23,Up,2.180819142,8.58E-15,Up,2.061191516,1.20E-13,Up,1.378053658,3.48E-06,Up
Os05g0542900,['cell wall.degradation.pectate lyases and polygalacturonases'],LOC_Os05g46520,-0.223713934,0.56197669,,-0.266304884,0.399733104,,-0.62836532,0.03025435,,-0.624222238,0.024026561,,-0.489830333,0.090869259,
Os05g0543100,['protein.targeting.secretory pathway.unspecified'],LOC_Os05g46550,-0.727117208,0.290840274,,-2.378209202,2.08E-05,Down,-3.028007485,1.77E-06,Down,-4.002213513,2.82E-10,Down,-4.331499147,3.29E-08,Down
Os05g0543400,['secondary metabolism.isoprenoids.mevalonate pathway.farnesyl pyrophosphate synthetase'],LOC_Os05g46580,-0.557819244,0.004568614,,-1.420392542,2.68E-16,Down,-2.140736776,1.63E-33,Down,-1.98522327,1.36E-30,Down,-2.032411892,3.07E-30,Down
Os05g0543600,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os05g46610,0.059971334,0.937733082,,-1.889523467,2.73E-05,Down,-2.945924208,2.33E-08,Down,-3.203362849,3.66E-11,Down,-6.223205632,3.70E-08,Down
Os05g0543700,['stress.abiotic.heat'],LOC_Os05g46620,1.179175234,1.13E-07,Up,0.930962841,2.61E-05,,0.573335767,0.015296432,,0.383186104,0.115770617,,0.778852752,0.000503064,
Os05g0544900,['not assigned.unknown'],LOC_Os05g46710,-1.085259452,0.191817829,,-1.565629432,0.027691392,Down,-1.664076519,0.026747658,Down,-1.187267704,0.091325676,,-0.9298445,0.206836906,
Os05g0545000,['transport.misc'],LOC_Os05g46720,0.557935014,0.031245194,,0.97195578,1.49E-05,,0.654139219,0.005268097,,0.53064894,0.025261042,,0.222546,0.390454062,
Os05g0545300,['protein.postranslational modification'],LOC_Os05g46750,4.03056667,1.72E-08,Up,6.136167402,4.35E-20,Up,5.702723388,2.84E-17,Up,5.933950176,6.61E-19,Up,5.417233001,1.05E-15,Up
Os05g0545400,['protein.postranslational modification'],LOC_Os05g46760,3.554935399,8.26E-12,Up,4.290492967,8.33E-18,Up,3.420928262,4.19E-11,Up,3.84659774,1.87E-14,Up,4.490495455,2.35E-19,Up
Os05g0547600,['not assigned.unknown'],LOC_Os05g46950,-0.483281587,0.134484415,,-0.702675351,0.01043749,,-0.480622711,0.101468132,,-0.524384123,0.058462683,,-0.492556553,0.083639012,
Os05g0547700,['not assigned.unknown'],LOC_Os05g46954,0.322644509,0.24756257,,0.102024004,0.72290701,,-0.076423921,0.799251729,,-0.049508841,0.869704613,,0.28389318,0.238481235,
Os05g0547800,['not assigned.unknown'],LOC_Os05g47442,-1.212238143,0.414117605,,-3.841936663,0.005739919,Down,-6.098320245,0.001320843,Down,-2.783407702,0.02420517,Down,-0.891364877,0.483218506,
Os05g0547850,['not assigned.unknown'],LOC_Os05g47446,0.358652368,0.083970603,,0.577264776,0.001036261,,0.626441478,0.000352713,,0.767119128,5.76E-06,,1.466364401,2.12E-19,Up
Os05g0548900,['lipid metabolism.Phospholipid synthesis'],"LOC_Os05g47540, LOC_Os05g47545",-0.953821498,0.088622621,,-4.582330095,7.73E-16,Down,-6.79553526,4.74E-09,Down,-7.172995849,1.94E-13,Down,-9.137509229,6.97E-09,Down
Os05g0549000,['not assigned.unknown'],LOC_Os05g47550,0.940991257,3.29E-08,,0.923314634,2.59E-08,,1.124002346,8.01E-12,Up,1.244129648,1.19E-14,Up,1.576872894,8.50E-23,Up
Os05g0549600,['protein.synthesis.misc ribosomal protein'],LOC_Os05g47630,0.10394037,0.847845554,,0.653768604,0.050250083,,0.581263487,0.096502927,,0.690313868,0.033083635,,1.15714458,0.000175125,Up
Os05g0549800,"['RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family']",LOC_Os05g47650,2.149413525,5.65E-14,Up,1.49956151,2.50E-07,Up,1.141399194,0.000186139,Up,0.88709809,0.003821447,,1.481624055,4.52E-07,Up
Os05g0549900,['misc.acid and other phosphatases'],LOC_Os05g47660,-0.282983619,0.644486408,,0.896202306,0.031861392,,0.944719218,0.023607826,,0.72675526,0.08512534,,0.795761165,0.056128732,
Os05g0550000,['protein.degradation.ubiquitin.E3.RING'],LOC_Os05g47670,0.425875526,0.132892848,,1.705638862,6.48E-16,Up,1.74833549,1.98E-16,Up,1.642102894,6.17E-15,Up,2.417002814,2.09E-31,Up
Os05g0550300,['not assigned.unknown'],LOC_Os05g47700,0.469223946,0.621253322,,-0.111018352,0.901799907,,0.232460441,0.789357373,,0.41524732,0.605503494,,-0.879871167,0.207348777,
Os05g0550700,['signalling.receptor kinases.wheat LRK10 like'],LOC_Os05g47750,-0.80405542,0.317178345,,-1.193196942,0.07432746,,-1.469287698,0.04048128,Down,-0.988123798,0.133090303,,0.477783416,0.479423675,
Os05g0551000,['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os05g47780,0.282115307,0.261445716,,-0.647654657,0.001204614,,0.25413473,0.259403236,,0.091435669,0.718301268,,0.23518315,0.279374347,
Os05g0551100,['not assigned.unknown'],LOC_Os05g47790,-0.742641984,0.02475115,,-2.581104346,1.75E-18,Down,-1.713362987,6.70E-09,Down,-1.877452673,4.99E-11,Down,-0.336691817,0.299806669,
Os05g0551350,['not assigned.unknown'],LOC_Os05g47810,0.525699128,0.525837073,,0.508797602,0.467368034,,0.352976279,0.646316615,,0.538534771,0.424350741,,0.929122625,0.135444125,
Os05g0551600,['not assigned.unknown'],LOC_Os05g47830,1.230275522,0.018626115,Up,1.654163212,0.000287719,Up,1.595446899,0.00065059,Up,1.516665687,0.000880297,Up,1.228929915,0.011034306,Up
Os05g0551801,NA,None,-1.297491771,0.010190674,Down,-1.508394415,0.00106018,Down,-0.858862654,0.081684507,,-0.84010474,0.071269141,,-1.658551068,0.000640335,Down
Os05g0552100,['not assigned.unknown'],LOC_Os05g47870,-0.413939872,0.648764046,,1.152738101,0.056497439,,0.729141436,0.273925946,,0.622545797,0.340907795,,0.669333964,0.301846625,
Os05g0552200,['protein.glycosylation'],LOC_Os05g47880,-1.853488748,0.007721267,Down,-0.765388235,0.256869083,,-0.587168814,0.41069856,,-0.356978102,0.621252456,,-0.320451519,0.655507472,
Os05g0552300,"['signalling.G-proteins', 'development.unspecified']",LOC_Os05g47890,-0.537565011,0.038264623,,-0.409484255,0.096444268,,-0.359503814,0.154432414,,-0.35348399,0.149730929,,-0.853564416,0.000161195,
Os05g0552600,['development.late embryogenesis abundant'],LOC_Os05g47940,-0.978097666,0.311523308,,-0.973139307,0.246971866,,-2.616771125,0.001627603,Down,-2.825674334,0.000304778,Down,-5.590084489,2.44E-05,Down
Os05g0552700,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os05g47950,3.336638649,2.71E-05,Up,1.486590155,0.092468745,,0.846603978,0.414472082,,1.399430276,0.108561082,,-0.393683997,0.750441589,
Os05g0553400,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os05g48010,1.111671498,2.51E-05,Up,0.931794383,0.000310961,,0.285741911,0.361439808,,0.240451016,0.436986719,,1.653774596,1.36E-11,Up
Os05g0554000,['transport.misc'],LOC_Os05g48040,0.161011586,0.702927778,,1.127179413,3.09E-05,Up,0.725590223,0.010774638,,1.186397231,9.03E-06,Up,1.855207117,7.60E-13,Up
Os05g0554100,['protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L12'],LOC_Os05g48050,-0.694258179,0.190742784,,-0.653713922,0.163298857,,-0.646923191,0.181327324,,-0.202400572,0.701981368,,-0.876476917,0.05715679,
Os05g0554400,['lipid metabolism.Phospholipid synthesis'],LOC_Os05g48060,0.116152082,0.891016052,,0.930140826,0.060955226,,1.121103014,0.022265652,Up,0.646762991,0.209181739,,0.526417045,0.332400484,
Os05g0554500,['not assigned.unknown'],LOC_Os05g48070,-0.06479047,0.86727177,,0.261769151,0.314378017,,0.350630708,0.163781149,,0.668955699,0.002511368,,0.622230809,0.005920237,
Os05g0554601,NA,None,-0.863205275,0.200495356,,-1.853107069,0.000997784,Down,-2.045159421,0.000621779,Down,-1.994083281,0.00032717,Down,-1.854298641,0.001583148,Down
Os05g0555100,['protein.postranslational modification'],LOC_Os05g48150,-0.807425202,0.02063898,,-1.991238073,1.07E-10,Down,-2.791173058,2.57E-16,Down,-3.196850382,1.03E-22,Down,-4.087204799,2.48E-23,Down
Os05g0555300,['PS.lightreaction.other electron carrier (ox/red).ferredoxin'],LOC_Os05g48160,0.635451615,0.325815464,,1.872194123,4.19E-05,Up,1.838894189,8.21E-05,Up,1.676585189,0.0002584,Up,2.247563301,5.73E-07,Up
Os05g0555600,['N-metabolism.ammonia metabolism.glutamate synthase'],LOC_Os05g48200,-0.566380218,0.621389049,,0.749595395,0.379993872,,1.440165498,0.060436507,,2.134885467,0.00234061,Up,1.792325102,0.012894182,Up
Os05g0555700,['not assigned.unknown'],LOC_Os05g48210,-1.448691625,0.000851738,Down,-1.78090114,1.10E-05,Down,-1.21997103,0.003717383,Down,-0.786030289,0.060458685,,-1.295376817,0.001814487,Down
Os05g0555800,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L35A'],LOC_Os05g48220,-0.966544292,0.04032046,,-0.918383841,0.032883875,,-0.592678775,0.198188748,,-0.596296584,0.177060184,,-1.16587451,0.006034029,Down
Os05g0555900,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L35A'],LOC_Os05g48220,-1.044814832,0.00138074,Down,-1.072525763,0.000434875,Down,-0.505940034,0.131109627,,-0.688387809,0.026837556,,-1.389210787,7.59E-06,Down
Os05g0556000,['not assigned.unknown'],LOC_Os05g48230,-0.277921861,0.423167362,,0.002504445,0.994646179,,0.470598584,0.081819801,,0.295799628,0.28837473,,-0.30341018,0.294136252,
Os05g0556400,['hormone metabolism.auxin.induced-regulated-responsive-activated'],LOC_Os05g48270,-1.677510659,4.41E-07,Down,-4.142381045,1.27E-30,Down,-4.389752171,5.34E-26,Down,-5.271880122,1.03E-36,Down,-5.856691521,5.26E-25,Down
Os05g0556650,NA,None,-0.892837352,0.224160693,,-1.017884617,0.107597608,,-1.220234437,0.059812128,,-0.97540261,0.114140801,,-1.069817231,0.091951112,
Os05g0556700,['protein.folding'],LOC_Os05g48290,-0.723858502,0.008060971,,-0.875806271,0.00042045,,-0.741415477,0.004178516,,-0.493511727,0.05441501,,-1.107388626,1.36E-05,Down
Os05g0556900,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L35A'],LOC_Os05g48310,-0.83680368,0.003360625,,-0.666468344,0.014929254,,-0.460334418,0.112001446,,-0.315356138,0.285883831,,-1.15606381,1.05E-05,Down
Os05g0557000,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L37A'],LOC_Os05g48320,-0.650271345,0.002635004,,-0.366674061,0.09129034,,-0.106511441,0.681237118,,-0.003851745,0.990314256,,-0.778643155,0.000102262,
Os05g0557100,['protein.degradation.aspartate protease'],LOC_Os05g48330,1.986938475,1.35E-07,Up,2.443913456,1.20E-11,Up,2.444377541,1.37E-11,Up,2.386663278,3.09E-11,Up,1.855515588,4.76E-07,Up
Os05g0557200,['protein.degradation.ubiquitin.proteasom'],LOC_Os05g48340,0.227464432,0.353878057,,1.116713957,8.11E-11,Up,1.581735562,6.85E-21,Up,1.465922039,2.47E-18,Up,1.847693106,2.00E-28,Up
Os05g0557400,['cell.cell death.plants'],LOC_Os05g48360,-0.996651803,0.020928196,,-1.745886703,6.64E-06,Down,-0.709028824,0.08981532,,-0.484066511,0.241171771,,-2.235013389,1.76E-07,Down
Os05g0557500,['not assigned.unknown'],LOC_Os05g48370,-0.537209582,0.09968585,,-0.775784127,0.005589766,,-0.106718784,0.769466826,,0.051045404,0.890161674,,-0.271117015,0.382260706,
Os05g0557700,['protein.degradation.ubiquitin.E2'],"LOC_Os05g48390, LOC_Os05g48400",-0.043099019,0.874408912,,-0.35927694,0.033480093,,-0.551745357,0.000585482,,-0.532565573,0.000828211,,-0.944859369,5.83E-10,
Os05g0557800,['protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L21'],LOC_Os05g48410,-0.284359938,0.360236494,,0.182144195,0.516514084,,0.482426972,0.048042656,,0.619615329,0.006739173,,0.5399463,0.021298861,
Os05g0557900,['lipid metabolism.lipid degradation.lipases'],LOC_Os05g48416,-0.827791132,0.384180514,,-0.029282541,0.97469074,,1.383866659,0.041100925,Up,0.28969188,0.731292313,,-0.173860514,0.84715916,
Os05g0558000,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.unknown'],LOC_Os05g48422,-0.23723581,0.469084044,,-0.061190836,0.848363063,,0.22019872,0.435417576,,0.341479222,0.178173638,,-0.32227002,0.21788166,
Os05g0558800,['not assigned.unknown'],LOC_Os05g48500,0.21764462,0.384373047,,0.248922167,0.24407711,,0.164592466,0.470076523,,0.197587602,0.358186238,,0.371458009,0.056582562,
Os05g0558900,['protein.aa activation.phenylalanine-tRNA ligase'],LOC_Os05g48510,-0.150641674,0.571187834,,-0.026189321,0.918541059,,0.149500091,0.506036274,,0.160015239,0.458239302,,0.238122794,0.233646759,
Os05g0559316,['not assigned.unknown'],LOC_Os05g48570,0.993777679,0.057820556,,1.147688066,0.012908555,Up,1.566659263,0.000440649,Up,1.198946271,0.007830747,Up,-0.500199594,0.385010003,
Os05g0559400,['RNA.regulation of transcription.Aux/IAA family'],LOC_Os05g48590,1.41550474,4.00E-17,Up,1.413793542,1.50E-17,Up,1.038468912,1.21E-09,Up,1.041810774,6.21E-10,Up,1.250970374,9.76E-14,Up
Os05g0560200,['RNA.regulation of transcription.bZIP transcription factor family'],LOC_Os05g48650,2.220611612,1.01E-06,Up,3.951184866,9.33E-22,Up,4.914751423,1.68E-33,Up,4.834855967,1.10E-32,Up,5.045694075,2.02E-35,Up
Os05g0560300,['signalling.receptor kinases.misc'],LOC_Os05g48660,0.618128508,0.015065692,,1.371114153,3.47E-10,Up,1.295854742,3.64E-09,Up,1.21323057,3.15E-08,Up,0.793462968,0.000454431,
Os05g0560400,['protein.degradation.ubiquitin.E3.SCF.FBOX'],LOC_Os05g48670,1.442918062,0.000295856,Up,1.346132627,0.000421911,Up,0.886895318,0.033012525,,0.662758502,0.11242029,,-0.018351822,0.973851253,
Os05g0560500,['not assigned.unknown'],LOC_Os05g48680,0.775136745,0.294665235,,0.445084261,0.528112653,,0.255261292,0.74747694,,0.080684474,0.922568979,,0.130561028,0.867512882,
Os05g0560600,"['RNA.regulation of transcription.Trihelix, Triple-Helix transcription factor family']",LOC_Os05g48690,0.546173146,0.110787964,,0.106918025,0.780531424,,0.033006198,0.938139886,,-0.032594899,0.936676888,,-0.045463999,0.90826176,
Os05g0560900,['hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase'],LOC_Os05g48700,-0.718251362,0.724455402,,-1.030045321,0.525911631,,-0.977324635,0.561783738,,-0.943086347,0.554685101,,-1.347848702,0.392949604,
Os05g0561400,['not assigned.unknown'],LOC_Os05g48740,0.207620107,0.906013716,,-1.456625419,0.198372689,,-0.744851348,0.550163263,,-1.60898284,0.139770014,,-3.771199913,0.000309222,Down
Os05g0561600,['cell wall.cell wall proteins.HRGP'],LOC_Os05g48760,1.086236851,8.97E-06,Up,0.532934999,0.038719604,,0.10684743,0.744119548,,-0.080328488,0.807207532,,0.582171283,0.019627366,
Os05g0561800,['not assigned.unknown'],LOC_Os05g48770,-0.524698616,0.470352289,,-1.129509569,0.047115941,Down,-1.381961859,0.020587382,Down,-1.591576983,0.00393339,Down,-1.248990664,0.032752904,Down
Os05g0562000,['not assigned.unknown'],LOC_Os05g48790,0.357135924,0.544671025,,1.107741116,0.006235789,Up,0.759194446,0.08634059,,1.000911001,0.013332151,Up,1.443632769,0.00022413,Up
Os05g0562200,['stress.abiotic.drought/salt'],LOC_Os05g48800,0.559172038,0.044954337,,-0.180641733,0.552604352,,-0.149372841,0.631610116,,0.004467094,0.990919747,,0.818354609,0.000648022,
Os05g0562300,['stress.abiotic.heat'],LOC_Os05g48810,3.691057705,2.88E-28,Up,3.340336329,1.53E-23,Up,3.006596934,1.19E-18,Up,3.522242403,2.14E-26,Up,6.195290989,2.45E-82,Up
Os05g0562800,['not assigned.unknown'],LOC_Os05g48840,1.133280166,0.008100809,Up,2.359937692,7.01E-11,Up,2.413423167,3.16E-11,Up,2.354186153,6.17E-11,Up,1.120480825,0.004901719,Up
Os05g0563000,['development.unspecified'],LOC_Os05g48850,-0.997276004,0.176135619,,-1.714433394,0.005969705,Down,-2.946420334,3.20E-05,Down,-3.643860211,9.62E-08,Down,-4.392599672,1.02E-06,Down
Os05g0563050,['signalling.G-proteins'],LOC_Os05g48855,0.421651013,0.077505131,,0.157572287,0.531609439,,0.07487161,0.786924922,,0.068218808,0.803001013,,-0.242357523,0.290560836,
Os05g0563100,['signalling.G-proteins'],LOC_Os05g48860,0.511587503,0.285345142,,0.27057428,0.558094012,,-0.074795383,0.88838966,,-0.098650798,0.845105296,,-0.661477486,0.111901014,
Os05g0563500,['not assigned.unknown'],LOC_Os05g48880,-1.244251847,0.115133112,,-0.869751244,0.225846832,,-0.453829246,0.568815481,,-0.395250297,0.605559731,,-0.524952914,0.480395202,
Os05g0563550,['cell wall.cell wall proteins.AGPs.AGP'],LOC_Os05g48890,-1.025662106,0.00467523,Down,-2.360824198,1.49E-12,Down,-3.406556781,1.71E-18,Down,-3.480650609,1.08E-22,Down,-5.722545813,2.18E-20,Down
Os05g0563600,['cell wall.cell wall proteins.AGPs.AGP'],LOC_Os05g48900,-0.251198841,0.519412233,,-1.661108826,4.57E-10,Down,-2.513003251,4.36E-21,Down,-2.905697204,2.86E-28,Down,-3.610315053,5.29E-39,Down
Os05g0563900,['redox.glutaredoxins'],LOC_Os05g48930,3.30348035,5.61E-17,Up,3.278826758,3.06E-17,Up,3.166463131,1.04E-15,Up,3.701358269,3.41E-22,Up,5.193095037,1.28E-43,Up
Os05g0564400,['signalling.G-proteins'],LOC_Os05g48980,-0.88383747,0.057386809,,-1.920485744,2.07E-06,Down,-2.282519747,1.39E-07,Down,-2.822729001,1.32E-11,Down,-2.975095223,1.72E-10,Down
Os05g0565000,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L18A'],LOC_Os05g49030,-0.661276702,0.018736346,,-0.603396,0.019970716,,-0.110177326,0.737851972,,-0.114270243,0.715555133,,-0.611116432,0.019798553,
Os05g0565100,['redox.ascorbate and glutathione'],LOC_Os05g49040,-0.628388048,0.357650254,,-1.378548169,0.011372986,Down,-0.932427438,0.108309477,,-0.89507524,0.102487173,,-2.162718253,0.000250698,Down
Os05g0565200,['amino acid metabolism.degradation.glutamate family.arginine'],LOC_Os05g49050,-0.367005203,0.303282485,,-1.431352411,1.34E-07,Down,-2.037469732,9.72E-13,Down,-2.057373093,3.30E-14,Down,-2.01996364,1.87E-12,Down
Os05g0565400,['not assigned.unknown'],LOC_Os05g49060,-0.815321331,0.138082928,,-2.207734168,2.27E-06,Down,-2.098640597,1.92E-05,Down,-1.92721397,2.47E-05,Down,-1.28755147,0.006795811,Down
Os05g0565500,['OPP.oxidative PP.6-phosphogluconate dehydrogenase'],LOC_Os05g49070,-0.188319143,0.743446017,,0.608858064,0.115131578,,1.067755507,0.002825502,Up,1.18665988,0.000538343,Up,0.164347811,0.717307617,
Os05g0565701,['not assigned.unknown'],LOC_Os05g49080,1.857454855,8.21E-08,Up,2.210976453,1.70E-11,Up,1.796328877,1.52E-07,Up,2.225183496,9.04E-12,Up,1.427741554,5.04E-05,Up
Os05g0565900,['RNA.regulation of transcription.WRKY domain transcription factor family'],LOC_Os05g49100,-0.312009523,0.880502043,,0.086494549,0.958094327,,0.037139672,0.983744111,,1.053016041,0.417986564,,1.250488665,0.320434818,
Os05g0566200,['not assigned.unknown'],LOC_Os05g49120,-0.129345908,0.905750599,,0.106193059,0.899614679,,0.288347682,0.72010743,,0.786425436,0.228734222,,-0.097982807,0.905460378,
Os05g0566300,['RNA.processing'],LOC_Os05g49130,-0.015915543,0.98930503,,-1.08082169,0.095476958,,-0.633581277,0.374194588,,0.169277422,0.821231074,,-0.677805856,0.317775175,
Os05g0566400,['signalling.MAP kinases'],LOC_Os05g49140,0.623634264,0.00240112,,-0.581266538,0.003712157,,-1.17067234,2.86E-09,Down,-1.472377957,9.85E-15,Down,-2.644707895,1.37E-33,Down
Os05g0566500,['protein.synthesis.initiation'],LOC_Os05g49150,-0.534387515,0.012090519,,-0.09317391,0.708119412,,0.084492889,0.738875565,,0.249516563,0.23610704,,-0.552930377,0.004716591,
Os05g0566800,['stress.abiotic.cold'],LOC_Os05g49170,1.696643427,1.22E-05,Up,1.812075463,8.23E-07,Up,1.622033905,2.04E-05,Up,1.777839287,1.12E-06,Up,2.091690533,1.02E-08,Up
Os05g0567100,['protein.degradation.aspartate protease'],LOC_Os05g49200,0.482806616,0.064681796,,0.518614137,0.028585664,,0.385480977,0.118631532,,0.335234324,0.174073524,,-0.298051133,0.222879576,
Os05g0567300,['signalling.G-proteins'],LOC_Os05g49220,-0.506639439,0.477418724,,-1.162045589,0.035381794,Down,-1.774283787,0.002316773,Down,-1.67832326,0.001756888,Down,-1.818519138,0.001668001,Down
Os05g0567400,['RNA.regulation of transcription.putative transcription regulator'],LOC_Os05g49230,-0.526615659,0.023915795,,-0.361724835,0.108633697,,-0.15657374,0.541792248,,-0.233317664,0.317539866,,-0.467058444,0.029302788,
Os05g0568000,['lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase'],LOC_Os05g49290,1.103595743,9.50E-11,Up,1.611569053,8.08E-23,Up,1.635802613,2.01E-23,Up,1.308425529,2.23E-15,Up,0.474148396,0.007958654,
Os05g0568100,['Co-factor and vitamine metabolism.iron-sulphur clusters'],LOC_Os05g49300,2.36146389,1.34E-09,Up,3.924657199,2.96E-28,Up,4.762185993,1.24E-41,Up,4.785956426,1.35E-42,Up,5.13580981,1.14E-48,Up
Os05g0568600,['not assigned.unknown'],LOC_Os05g49350,-0.397272633,0.801712689,,-1.634879796,0.150841831,,-2.269930033,0.063505486,,-3.61494768,0.003376853,Down,-3.415355737,0.012894182,Down
Os05g0569200,['not assigned.unknown'],LOC_Os05g49410,0.692081799,0.117861858,,0.453824753,0.285527056,,0.395990697,0.375897242,,0.064764697,0.901553634,,0.40125394,0.34576889,
Os05g0569300,['RNA.regulation of transcription.bZIP transcription factor family'],LOC_Os05g49420,2.270249481,8.40E-29,Up,1.795057258,1.92E-18,Up,1.515638491,2.89E-13,Up,1.160193849,3.24E-08,Up,1.712363874,7.66E-17,Up
Os05g0569400,['minor CHO metabolism.others'],LOC_Os05g49430,1.427757451,0.088131609,,1.263337315,0.100801147,,2.073952524,0.003540716,Up,2.008990493,0.003479964,Up,4.209660303,1.67E-11,Up
Os05g0571200,['RNA.regulation of transcription.WRKY domain transcription factor family'],LOC_Os05g49620,0.351262473,0.890275719,,-0.152539129,0.942040216,,-3.723693132,0.101431723,,0.16290457,0.937105961,,1.66020257,0.285717652,
