Gene stable ID,Triticum aestivum gene stable ID
Os03g0279200,TraesCS6B02G082400
Os03g0279200,TraesCS6B02G049200
Os03g0279200,TraesCS6D02G040300
Os03g0279200,TraesCS6D02G039900
Os03g0279200,TraesCS5A02G465500
Os03g0279200,TraesCS5A02G462100
Os03g0279200,TraesCS7A02G437900
Os03g0279200,TraesCS6B02G048700
Os03g0279200,TraesCS5D02G444000
Os03g0279200,TraesCS7D02G427800
Os03g0279200,TraesCS6A02G034600
Os03g0279200,TraesCS6D02G040500
Os03g0279200,TraesCS6B02G049500
Os03g0279200,TraesCS7B02G336800
Os03g0279200,TraesCS4A02G100100
Os03g0279200,TraesCS6B02G049400
Os03g0279200,TraesCS7B02G337500
Os03g0279200,TraesCS7A02G438500
Os03g0279200,TraesCS3A02G534100
Os03g0279200,TraesCS6A02G061700
Os03g0279200,TraesCS5B02G477300
Os03g0279200,TraesCS5B02G473100
Os03g0279200,TraesCS6A02G062600
Os03g0279200,TraesCS1D02G039800
Os03g0279200,TraesCS5B02G464900
Os03g0279200,TraesCS6A02G034800
Os03g0279200,TraesCS7D02G427900
Os03g0279200,TraesCS6A02G035200
Os03g0279200,TraesCS1A02G038200
Os03g0279200,TraesCS1B02G049100
Os03g0279200,TraesCS7B02G336700
Os03g0279200,TraesCS4D02G205100
Os03g0279200,TraesCS3D02G539300
Os03g0279200,TraesCS7B02G337400
Os03g0279200,TraesCS1B02G357400
Os03g0279200,TraesCS6A02G034900
Os03g0279200,TraesCS6A02G075400
Os03g0279200,TraesCS6A02G117200
Os03g0279200,TraesCS6D02G106800
Os03g0279200,TraesCS6A02G117400
Os03g0279200,TraesCS6B02G145200
Os03g0279200,TraesCS6B02G049000
Os03g0279200,TraesCS5D02G474800
Os03g0279200,TraesCS1A02G038100
Os03g0279200,TraesCS4B02G204200
Os03g0279200,TraesCS5D02G466700
Os03g0279200,TraesCS6D02G107000
Os03g0279200,TraesCS4A02G100400
Os03g0279200,TraesCS1D02G039900
Os03g0279200,TraesCS5D02G192800
Os03g0279200,TraesCS6A02G170300
Os03g0279200,TraesCS6B02G100100
Os03g0279200,TraesCS6B02G082100
Os03g0279200,TraesCS5A02G455900
Os03g0279200,TraesCS5D02G478400
Os03g0279200,TraesCS7A02G438000
Os03g0279200,TraesCS6B02G048300
Os03g0279200,TraesCS7D02G428400
Os03g0279200,TraesCS5B02G455600
Os03g0279200,TraesCS7B02G449800
Os03g0279200,TraesCS6D02G040700
Os03g0279200,TraesCS4D02G205000
Os03g0279200,TraesCS5B02G452400
Os03g0279200,TraesCS1B02G048900
Os03g0279200,TraesCS5A02G246200
Os03g0279200,TraesCS7D02G428300
Os03g0279200,TraesCS5B02G243500
Os03g0279200,TraesCS6B02G048600
Os03g0279200,TraesCS7B02G336900
Os03g0279200,TraesCS5B02G439500
Os03g0279200,TraesCS7B02G050300
Os03g0279200,TraesCS6B02G082300
Os03g0279200,TraesCS5B02G458200
Os03g0279200,TraesCS3A02G102400
Os03g0279200,TraesCS5D02G454500
Os03g0279400,TraesCS4D02G204800
Os03g0279400,TraesCS4A02G100500
Os03g0279400,TraesCS4B02G204000
Os03g0279600,TraesCS4A02G100800
Os03g0279600,TraesCS4D02G204600
Os03g0279600,TraesCS4B02G203800
Os03g0279700,TraesCS4B02G203400
Os03g0279700,TraesCS4A02G101000
Os03g0279700,TraesCS4D02G204300
Os03g0279700,TraesCS4A02G101100
Os03g0279950,TraesCS4A02G101500
Os03g0279950,TraesCS4B02G203100
Os03g0279950,TraesCS4D02G204000
Os03g0280000,TraesCS4B02G203000
Os03g0280000,TraesCS4D02G203900
Os03g0280000,TraesCS4A02G101600
Os03g0280400,TraesCS4A02G101700
Os03g0280400,TraesCS4D02G203800
Os03g0280700,TraesCS4B02G031600
Os03g0280700,TraesCS4D02G029300
Os03g0280700,TraesCS4A02G281200
Os03g0280750,TraesCS4A02G102000
Os03g0280750,TraesCS4D02G203500
Os03g0280750,TraesCS4B02G202600
Os03g0281000,TraesCS4A02G102200
Os03g0281000,TraesCS4D02G203300
Os03g0281000,TraesCS4B02G202400
Os03g0281100,TraesCS4A02G102300
Os03g0281100,TraesCS4D02G203200
Os03g0281100,TraesCS4B02G202300
Os03g0281500,TraesCS4B02G201600
Os03g0281500,TraesCS4D02G202300
Os03g0281500,TraesCS4A02G102900
Os03g0281600,TraesCS4B02G201500
Os03g0281600,TraesCS4A02G103000
Os03g0281600,TraesCS4D02G202200
Os03g0281900,TraesCS4B02G200600
Os03g0281900,TraesCS4D02G201700
Os03g0281900,TraesCS4A02G103400
Os03g0282800,TraesCS4A02G103500
Os03g0282800,TraesCS4B02G200500
Os03g0282800,TraesCS4D02G201600
Os03g0282900,TraesCS4A02G103600
Os03g0282900,TraesCS4D02G201400
Os03g0282900,TraesCS4B02G200300
Os03g0283100,TraesCSU02G231100
Os03g0283100,TraesCS4D02G201100
Os03g0283100,TraesCS4A02G103900
Os03g0283100,TraesCS7D02G444000
Os03g0283100,TraesCS4B02G200100
Os03g0283100,TraesCS4B02G200000
Os03g0283100,TraesCS4D02G201200
Os03g0283100,TraesCS7A02G455000
Os03g0283100,TraesCS4A02G103800
Os03g0283200,TraesCS4D02G200700
Os03g0283200,TraesCS4B02G199700
Os03g0283200,TraesCS4A02G104300
Os03g0283400,TraesCS4D02G200500
Os03g0283400,TraesCS4A02G104500
Os03g0283400,TraesCS4B02G199400
Os03g0283500,TraesCS4B02G199300
Os03g0283500,TraesCS4A02G104600
Os03g0283500,TraesCS4D02G200400
Os03g0283600,TraesCS4A02G104700
Os03g0283600,TraesCS4D02G200300
Os03g0284000,TraesCS4B02G198800
Os03g0284000,TraesCS4D02G199700
Os03g0284000,TraesCS4A02G105200
Os03g0284100,TraesCSU02G221500
Os03g0284100,TraesCSU02G199500
Os03g0284400,TraesCS4D02G199500
Os03g0284400,TraesCS4B02G198600
Os03g0284500,TraesCS4D02G199400
Os03g0284500,TraesCS4A02G105400
Os03g0284500,TraesCS4B02G198500
Os03g0284600,TraesCS4A02G105500
Os03g0284600,TraesCS4D02G199300
Os03g0284800,TraesCS4D02G199200
Os03g0284800,TraesCS4B02G198400
Os03g0284800,TraesCS4A02G105600
Os03g0284900,TraesCS4A02G105700
Os03g0284900,TraesCS4B02G198300
Os03g0284900,TraesCS4D02G199100
Os03g0285100,TraesCS4B02G198100
Os03g0285100,TraesCS4D02G198900
Os03g0285100,TraesCS4A02G105900
Os03g0285700,TraesCS4B02G197900
Os03g0285700,TraesCS4A02G106300
Os03g0285700,TraesCS4D02G198500
Os03g0286200,TraesCS4D02G198200
Os03g0286200,TraesCS4A02G106600
Os03g0286200,TraesCS4B02G197700
Os03g0286200,TraesCS4D02G198400
Os03g0286200,TraesCS4A02G106500
Os03g0286300,TraesCS4D02G198100
Os03g0286300,TraesCS4B02G197600
Os03g0286300,TraesCS4A02G106700
Os03g0286500,TraesCS4B02G197500
Os03g0286500,TraesCS4D02G198000
Os03g0286500,TraesCS4A02G106800
Os03g0286800,TraesCS4B02G197400
Os03g0286800,TraesCS4D02G197900
Os03g0286800,TraesCS4A02G106900
Os03g0286900,TraesCS4A02G107000
Os03g0286900,TraesCS4A02G107100
Os03g0286900,TraesCS4D02G197700
Os03g0286900,TraesCS4D02G197800
Os03g0286900,TraesCS4B02G197300
Os03g0287100,TraesCS4D02G197500
Os03g0287100,TraesCS4B02G197200
Os03g0287100,TraesCS4A02G107200
Os03g0287800,TraesCS4D02G197300
Os03g0287800,TraesCS4B02G197000
Os03g0287800,TraesCS4A02G107400
Os03g0287900,TraesCS4D02G197000
Os03g0287900,TraesCS4A02G107900
Os03g0287900,TraesCS4B02G196700
Os03g0288000,TraesCS1A02G225800
Os03g0288000,TraesCS1D02G227000
Os03g0288000,TraesCS1B02G239900
Os03g0288000,TraesCS1B02G239800
Os03g0288000,TraesCS1D02G227100
Os03g0288000,TraesCS1B02G239300
Os03g0288000,TraesCS1B02G239400
Os03g0288000,TraesCS1B02G239200
Os03g0288000,TraesCS1D02G227200
Os03g0288300,TraesCS4A02G108000
Os03g0288300,TraesCS4B02G196600
Os03g0288300,TraesCS4D02G196900
Os03g0288400,TraesCS4A02G108100
Os03g0288400,TraesCS4D02G196800
Os03g0288400,TraesCS4B02G196500
Os03g0288700,TraesCS4D02G196500
Os03g0288700,TraesCS4B02G196200
Os03g0288700,TraesCS2A02G403000
Os03g0288700,TraesCS4A02G108400
Os03g0288800,TraesCS4D02G196400
Os03g0288800,TraesCS4A02G108500
Os03g0288800,TraesCS4B02G196100
Os03g0288900,TraesCS4D02G196300
Os03g0288900,TraesCS4A02G108600
Os03g0288900,TraesCS4B02G196000
Os03g0289100,TraesCS4B02G195900
Os03g0289100,TraesCS3B02G544700
Os03g0289100,TraesCS3B02G545300
Os03g0289100,TraesCS3B02G544400
Os03g0289100,TraesCS3B02G544300
Os03g0289100,TraesCS4A02G108700
Os03g0289100,TraesCS4D02G196100
Os03g0289100,TraesCS3D02G491900
Os03g0289100,TraesCS3B02G545400
Os03g0289100,TraesCS3D02G492100
Os03g0289100,TraesCS4A02G108800
Os03g0289100,TraesCS3D02G491800
Os03g0289200,TraesCS4B02G195600
Os03g0289200,TraesCS4D02G196000
Os03g0289200,TraesCS4A02G108900
Os03g0289400,TraesCS4A02G109100
Os03g0289400,TraesCS4B02G195100
Os03g0289800,TraesCS4B02G195000
Os03g0289800,TraesCS4A02G109200
Os03g0289800,TraesCS4D02G195700
Os03g0290400,TraesCS4A02G109400
Os03g0290400,TraesCS4D02G195500
Os03g0290400,TraesCS4B02G194800
Os03g0290500,TraesCS4B02G194700
Os03g0290500,TraesCS4D02G195400
Os03g0290500,TraesCS4A02G109500
Os03g0290900,TraesCS4A02G109700
Os03g0290900,TraesCS4B02G194500
Os03g0290900,TraesCS4D02G195200
Os03g0291800,TraesCS4D02G195000
Os03g0291800,TraesCS4A02G110000
Os03g0291800,TraesCS4B02G194100
Os03g0292200,TraesCS4D02G194800
Os03g0292200,TraesCS4A02G110200
Os03g0292200,TraesCS4B02G193900
Os03g0292700,TraesCS4D02G194700
Os03g0292700,TraesCS4A02G110300
Os03g0292700,TraesCS4B02G193700
Os03g0292800,TraesCS4A02G110400
Os03g0292800,TraesCS4B02G193600
Os03g0292800,TraesCS4D02G194600
Os03g0293100,TraesCS4A02G110700
Os03g0293100,TraesCS4D02G194400
Os03g0293100,TraesCS4B02G193400
Os03g0293400,TraesCS4D02G194300
Os03g0293400,TraesCS4B02G193300
Os03g0293400,TraesCS4A02G110800
Os03g0293500,TraesCS4B02G193200
Os03g0293500,TraesCS4A02G110900
Os03g0293500,TraesCS4D02G194200
Os03g0294200,TraesCS4A02G111100
Os03g0294200,TraesCS4B02G193000
Os03g0294200,TraesCS4D02G194000
Os03g0294700,TraesCS4B02G192300
Os03g0294700,TraesCS4D02G193600
Os03g0294700,TraesCS4A02G111500
Os03g0294800,TraesCS4D02G193500
Os03g0294800,TraesCS4A02G111600
Os03g0294800,TraesCS4B02G192200
Os03g0295400,TraesCS1D02G238500
Os03g0295400,TraesCS1B02G250000
Os03g0295400,TraesCS1A02G233400
Os03g0295500,TraesCS4D02G193300
Os03g0295500,TraesCS4A02G111800
Os03g0295600,TraesCS4D02G193200
Os03g0295600,TraesCS4B02G192000
Os03g0295600,TraesCS4A02G111900
Os03g0295800,TraesCS4A02G112800
Os03g0295800,TraesCS4B02G191400
Os03g0295800,TraesCS4D02G192600
Os03g0296300,TraesCS4D02G192200
Os03g0296300,TraesCS6D02G101000
Os03g0296300,TraesCS4B02G191000
Os03g0296300,TraesCS4A02G113200
Os03g0296300,TraesCS6B02G140100
Os03g0296300,TraesCS6A02G112100
Os03g0296400,TraesCS4B02G190900
Os03g0296400,TraesCS4D02G192100
Os03g0296400,TraesCS4A02G113300
Os03g0296500,TraesCS4A02G113500
Os03g0296500,TraesCS4B02G190600
Os03g0296500,TraesCS4D02G191900
Os03g0296800,TraesCS4D02G191700
Os03g0296800,TraesCS4B02G190300
Os03g0296800,TraesCS4A02G113800
Os03g0297000,TraesCS4D02G191500
Os03g0297000,TraesCS4A02G114000
Os03g0297000,TraesCS4B02G190100
Os03g0297100,TraesCS4B02G190000
Os03g0297100,TraesCS4D02G191400
Os03g0297100,TraesCS4A02G114100
Os03g0297300,TraesCS4B02G190000
Os03g0297300,TraesCS4D02G191400
Os03g0297300,TraesCS4A02G114100
Os03g0297400,TraesCS4D02G191300
Os03g0297400,TraesCS4A02G114200
Os03g0297400,TraesCS4B02G189900
Os03g0297700,TraesCS4D02G191100
Os03g0297700,TraesCS4B02G189700
Os03g0297700,TraesCS4A02G114500
Os03g0297800,TraesCS4A02G114600
Os03g0297800,TraesCS4B02G189600
Os03g0297800,TraesCS4D02G191000
Os03g0297900,TraesCS4D02G190900
Os03g0297900,TraesCS5D02G031400
Os03g0297900,TraesCS5A02G025000
Os03g0297900,TraesCS4A02G114700
Os03g0297900,TraesCS4B02G189500
Os03g0298100,TraesCS4B02G189400
Os03g0298100,TraesCS4A02G114800
Os03g0298100,TraesCS4D02G190800
Os03g0298300,TraesCS4D02G190700
Os03g0298300,TraesCS4B02G189300
Os03g0298300,TraesCS4A02G114900
Os03g0298700,TraesCS4A02G115200
Os03g0299200,TraesCS4B02G188800
Os03g0299200,TraesCS4A02G115400
Os03g0299200,TraesCS4D02G190100
Os03g0299600,TraesCS4B02G188400
Os03g0299600,TraesCS4D02G189800
Os03g0299800,TraesCS4A02G115700
Os03g0299800,TraesCS4B02G188300
Os03g0299800,TraesCS1B02G115100
Os03g0299800,TraesCS4D02G189700
Os03g0299900,TraesCS1B02G115200
Os03g0299900,TraesCS7D02G452900
Os03g0299900,TraesCS7B02G365700
Os03g0299900,TraesCS4A02G116000
Os03g0299900,TraesCS7A02G465200
Os03g0299900,TraesCS4D02G189600
Os03g0299900,TraesCS4B02G188200
Os03g0300000,TraesCS4D02G189500
Os03g0300000,TraesCS4B02G188100
Os03g0300000,TraesCS1B02G115300
Os03g0300000,TraesCS4A02G116100
Os03g0300200,TraesCS4A02G116200
Os03g0300200,TraesCS4B02G188000
Os03g0300200,TraesCS1B02G115400
Os03g0300200,TraesCS2D02G317600
Os03g0300200,TraesCS4D02G189400
Os03g0300300,TraesCS4D02G189300
Os03g0300300,TraesCS4B02G187900
Os03g0300300,TraesCS2D02G317700
Os03g0300300,TraesCS4A02G116300
Os03g0300300,TraesCS1B02G115500
Os03g0300900,TraesCS4B02G187400
Os03g0300900,TraesCS4A02G117000
Os03g0300900,TraesCS4D02G188700
Os03g0301400,TraesCS4B02G187100
Os03g0301400,TraesCS4D02G188400
Os03g0301400,TraesCS4A02G117300
Os03g0301700,TraesCS4A02G117600
Os03g0301700,TraesCS4B02G186800
Os03g0301700,TraesCS4D02G188100
Os03g0301800,TraesCS4A02G117700
Os03g0301800,TraesCS4B02G186700
Os03g0301800,TraesCS4D02G188000
Os03g0302000,TraesCS4D02G187900
Os03g0302000,TraesCS4A02G117800
Os03g0302000,TraesCS4B02G186600
Os03g0302200,TraesCS4B02G186500
Os03g0302200,TraesCS4D02G187800
Os03g0302200,TraesCS4A02G117900
Os03g0302500,TraesCS4B02G186400
Os03g0302500,TraesCS4D02G187700
Os03g0302500,TraesCS4A02G118000
Os03g0302700,TraesCS4D02G187600
Os03g0302700,TraesCS5A02G476600
Os03g0302700,TraesCS5D02G489900
Os03g0302700,TraesCS4A02G118100
Os03g0302700,TraesCS5B02G489500
Os03g0303100,TraesCS4A02G118300
Os03g0303100,TraesCS4B02G186100
Os03g0303100,TraesCS4D02G187200
Os03g0304400,TraesCS6B02G124500
Os03g0304400,TraesCS6A02G096100
Os03g0304400,TraesCS6D02G087200
Os03g0304500,TraesCS4A02G118900
Os03g0304500,TraesCS4B02G185600
Os03g0304500,TraesCS4D02G186900
Os03g0304800,TraesCS4A02G119000
Os03g0304800,TraesCS4B02G185500
Os03g0305000,TraesCS4B02G185400
Os03g0305000,TraesCS4D02G186800
Os03g0305000,TraesCS4A02G119100
Os03g0305100,TraesCS4D02G186700
Os03g0305100,TraesCS4A02G119200
Os03g0305200,TraesCS4D02G186600
Os03g0305200,TraesCS4A02G119300
Os03g0305200,TraesCS4B02G185200
Os03g0305400,TraesCS4B02G185100
Os03g0305400,TraesCS4D02G186500
Os03g0305400,TraesCS4A02G119400
Os03g0305500,TraesCS4B02G185000
Os03g0306900,TraesCS4D02G185300
Os03g0306900,TraesCS4B02G184300
Os03g0306900,TraesCS4A02G120700
Os03g0307000,TraesCS4D02G185100
Os03g0307000,TraesCS4B02G184000
Os03g0307000,TraesCS4A02G120900
Os03g0307200,TraesCS6A02G163100
Os03g0307200,TraesCS6A02G165100
Os03g0307200,TraesCS4D02G184900
Os03g0307200,TraesCS6D02G370800
Os03g0307200,TraesCSU02G125200
Os03g0307200,TraesCS2D02G049200
Os03g0307200,TraesCS2A02G033500
Os03g0307200,TraesCS6A02G386200
Os03g0307200,TraesCS6B02G186100
Os03g0307200,TraesCS3B02G068500
Os03g0307200,TraesCS2A02G049900
Os03g0307200,TraesCS5A02G552000
Os03g0307200,TraesCS5A02G552400
Os03g0307200,TraesCS2B02G047100
Os03g0307200,TraesCS4B02G183900
Os03g0307200,TraesCS6B02G187400
Os03g0307200,TraesCS3B02G068400
Os03g0307200,TraesCS2B02G060800
Os03g0307200,TraesCS6B02G425200
Os03g0307200,TraesCS2D02G033000
Os03g0307200,TraesCSU02G125500
Os03g0307200,TraesCS6D02G148600
Os03g0307200,TraesCS6D02G148200
Os03g0307200,TraesCS6D02G148000
Os03g0307200,TraesCS6A02G093000
Os03g0307200,TraesCS6A02G163200
Os03g0307300,TraesCS6A02G163100
Os03g0307300,TraesCS6A02G165100
Os03g0307300,TraesCS4D02G184900
Os03g0307300,TraesCS6D02G370800
Os03g0307300,TraesCSU02G125200
Os03g0307300,TraesCS2D02G049200
Os03g0307300,TraesCS2A02G033500
Os03g0307300,TraesCS6A02G386200
Os03g0307300,TraesCS6B02G186100
Os03g0307300,TraesCS3B02G068500
Os03g0307300,TraesCS2A02G049900
Os03g0307300,TraesCS5A02G552000
Os03g0307300,TraesCS5A02G552400
Os03g0307300,TraesCS2B02G047100
Os03g0307300,TraesCS4B02G183900
Os03g0307300,TraesCS6B02G187400
Os03g0307300,TraesCS3B02G068400
Os03g0307300,TraesCS2B02G060800
Os03g0307300,TraesCS6B02G425200
Os03g0307300,TraesCS2D02G033000
Os03g0307300,TraesCSU02G125500
Os03g0307300,TraesCS6D02G148600
Os03g0307300,TraesCS6D02G148200
Os03g0307300,TraesCS6D02G148000
Os03g0307300,TraesCS6A02G093000
Os03g0307300,TraesCS6A02G163200
Os03g0307400,TraesCS4D02G184800
Os03g0307400,TraesCS4A02G121100
Os03g0307800,TraesCS4A02G121300
Os03g0307800,TraesCS4D02G184600
Os03g0307800,TraesCS4B02G181400
Os03g0308100,TraesCS4A02G121500
Os03g0308100,TraesCS4B02G181600
Os03g0308100,TraesCS4D02G184400
Os03g0308200,TraesCS4D02G184300
Os03g0308200,TraesCS4A02G121600
Os03g0308200,TraesCS4B02G181700
Os03g0308500,TraesCS4D02G184200
Os03g0308500,TraesCS4A02G121700
Os03g0308500,TraesCS4B02G181800
Os03g0308900,TraesCS4D02G183600
Os03g0308900,TraesCS4A02G122300
Os03g0308900,TraesCS4B02G182200
Os03g0309000,TraesCS4A02G122400
Os03g0309000,TraesCS4B02G182300
Os03g0309000,TraesCS4D02G183500
Os03g0309200,TraesCS4B02G182400
Os03g0309200,TraesCS4D02G183400
Os03g0309200,TraesCS4A02G122500
Os03g0309800,TraesCS4D02G132900
Os03g0309800,TraesCS4A02G178100
Os03g0309800,TraesCS4B02G138200
Os03g0310000,TraesCS4A02G122700
Os03g0310000,TraesCS1B02G412200
Os03g0310000,TraesCS4D02G183200
Os03g0310000,TraesCS4B02G182500
Os03g0310400,TraesCS4B02G182600
Os03g0310400,TraesCS4A02G122800
Os03g0310400,TraesCS4D02G183100
Os03g0310600,TraesCS4D02G182900
Os03g0310600,TraesCS4A02G123000
Os03g0311300,TraesCS4A02G123300
Os03g0311300,TraesCS4B02G181000
Os03g0311300,TraesCS4D02G182600
Os03g0311600,TraesCS4D02G182500
Os03g0311600,TraesCS4A02G123400
Os03g0312600,TraesCS4A02G123700
Os03g0312600,TraesCS1D02G305800
Os03g0312600,TraesCS1A02G306100
Os03g0312600,TraesCS4D02G182300
Os03g0312600,TraesCS4B02G180800
Os03g0312600,TraesCS1B02G316800
Os03g0313300,TraesCS4B02G180500
Os03g0313300,TraesCS4A02G123900
Os03g0313300,TraesCS4D02G182000
Os03g0313600,TraesCS4D02G181900
Os03g0313600,TraesCS4B02G180400
Os03g0313600,TraesCS4A02G124000
Os03g0313800,TraesCS4B02G180300
Os03g0313800,TraesCS4D02G181800
Os03g0313800,TraesCS4A02G124100
Os03g0314100,TraesCS1B02G398100
Os03g0314100,TraesCS1B02G398400
Os03g0314200,TraesCS4B02G180100
Os03g0314200,TraesCS4A02G124300
Os03g0314200,TraesCS4D02G181600
Os03g0314400,TraesCS4B02G179900
Os03g0314400,TraesCS4D02G181500
Os03g0314400,TraesCS4A02G124400
Os03g0314500,TraesCS6D02G058200
Os03g0314500,TraesCS6A02G057900
Os03g0314700,TraesCS4B02G179700
Os03g0314700,TraesCS4D02G181300
Os03g0314700,TraesCS4A02G124700
Os03g0314800,TraesCS4A02G124800
Os03g0314800,TraesCS4B02G179600
Os03g0314800,TraesCS4D02G181200
Os03g0315400,TraesCS4D02G181100
Os03g0315400,TraesCS4A02G124900
Os03g0315400,TraesCS4B02G179500
Os03g0315800,TraesCS4A02G125000
Os03g0315800,TraesCS4B02G179400
Os03g0315800,TraesCS4D02G181000
Os03g0316200,TraesCS4D02G180800
Os03g0316200,TraesCS4A02G125300
Os03g0316200,TraesCS4B02G179300
Os03g0316900,TraesCS4B02G179200
Os03g0316900,TraesCS4A02G125500
Os03g0316900,TraesCS4D02G180700
Os03g0317000,TraesCS4B02G179100
Os03g0317000,TraesCS4D02G180500
Os03g0317000,TraesCS4A02G125600
Os03g0317300,TraesCS4A02G469600
Os03g0317300,TraesCS2B02G086200
Os03g0317300,TraesCS4A02G469500
Os03g0317300,TraesCS5A02G504900
Os03g0317300,TraesCS7B02G073500
Os03g0317300,TraesCS7A02G168600
Os03g0317300,TraesCS4B02G334600
Os03g0317300,TraesCS4D02G330300
Os03g0317300,TraesCS4B02G334700
Os03g0317300,TraesCS4D02G330400
Os03g0317300,TraesCS7A02G042300
Os03g0317300,TraesCS7D02G009000
Os03g0317300,TraesCS4B02G334500
Os03g0318400,TraesCS4A02G469600
Os03g0318400,TraesCS2B02G086200
Os03g0318400,TraesCS4A02G469500
Os03g0318400,TraesCS5A02G504900
Os03g0318400,TraesCS7B02G073500
Os03g0318400,TraesCS7A02G168600
Os03g0318400,TraesCS4B02G334600
Os03g0318400,TraesCS4D02G330300
Os03g0318400,TraesCS4B02G334700
Os03g0318400,TraesCS4D02G330400
Os03g0318400,TraesCS7A02G042300
Os03g0318400,TraesCS7D02G009000
Os03g0318400,TraesCS4B02G334500
Os03g0318500,TraesCS4B02G178700
Os03g0318500,TraesCS4A02G126200
Os03g0318500,TraesCS4D02G180300
Os03g0318600,TraesCS4A02G126300
Os03g0318600,TraesCS4D02G180200
Os03g0318600,TraesCS4B02G178600
Os03g0319300,TraesCS2A02G098100
Os03g0319300,TraesCS2D02G097500
Os03g0319400,TraesCS4B02G178100
Os03g0319400,TraesCS4A02G126800
Os03g0319400,TraesCS4D02G179700
Os03g0320000,TraesCS4B02G178000
Os03g0320000,TraesCS4D02G179600
Os03g0320000,TraesCS4A02G126900
Os03g0320100,TraesCS4B02G177900
Os03g0320100,TraesCS4D02G179500
Os03g0320100,TraesCS4A02G127000
Os03g0320600,TraesCS4A02G127100
Os03g0320600,TraesCS4D02G179400
Os03g0320600,TraesCS4B02G177800
Os03g0320800,TraesCS4B02G177400
Os03g0320800,TraesCS4D02G179100
Os03g0320800,TraesCS4A02G127200
Os03g0320900,TraesCS4D02G179000
Os03g0320900,TraesCS4B02G177300
Os03g0320900,TraesCS4A02G127400
Os03g0321000,TraesCS4D02G178900
Os03g0321000,TraesCS4B02G177200
Os03g0321000,TraesCS4A02G127500
Os03g0321300,TraesCS4D02G178800
Os03g0321300,TraesCS4B02G177100
Os03g0321300,TraesCS4A02G127600
Os03g0321500,TraesCS4D02G178500
Os03g0321500,TraesCS4A02G128000
Os03g0321500,TraesCS4B02G176800
Os03g0321700,TraesCS4D02G178400
Os03g0321700,TraesCS4B02G176700
Os03g0321700,TraesCS4A02G128100
Os03g0321800,TraesCS4D02G178300
Os03g0321800,TraesCS4A02G128200
Os03g0321800,TraesCS4B02G176600
Os03g0321900,TraesCS4A02G128300
Os03g0321900,TraesCS4B02G176500
Os03g0321900,TraesCS4D02G178200
Os03g0322200,TraesCS4B02G176300
Os03g0322200,TraesCS4D02G178100
Os03g0322200,TraesCS4A02G128500
Os03g0322500,TraesCS4D02G178000
Os03g0322500,TraesCS4A02G128600
Os03g0322500,TraesCS4B02G176200
Os03g0322600,TraesCS4A02G128800
Os03g0322600,TraesCS4D02G177800
Os03g0322600,TraesCS4B02G175900
Os03g0322800,TraesCS4B02G175700
Os03g0322800,TraesCS4D02G177600
Os03g0322800,TraesCS4A02G129000
Os03g0323500,TraesCS4B02G175500
Os03g0323500,TraesCS4D02G177400
Os03g0323800,TraesCS4A02G129200
Os03g0323800,TraesCS4D02G177200
Os03g0323800,TraesCS4B02G175300
Os03g0324200,TraesCS4A02G129400
Os03g0324200,TraesCS4B02G175100
Os03g0324200,TraesCS4D02G177000
Os03g0324300,TraesCS4A02G129400
Os03g0324300,TraesCS4B02G175100
Os03g0324300,TraesCS4D02G177000
Os03g0324700,TraesCS4B02G175000
Os03g0324700,TraesCS4A02G129600
Os03g0324700,TraesCS4D02G176900
Os03g0324900,TraesCS4A02G129800
Os03g0324900,TraesCS4D02G176700
Os03g0324900,TraesCS4B02G174800
Os03g0325500,TraesCS4B02G174600
Os03g0325500,TraesCS4A02G130000
Os03g0325500,TraesCS4D02G176500
Os03g0325600,TraesCS4D02G176400
Os03g0325600,TraesCS4A02G130200
Os03g0325600,TraesCS4B02G174400
Os03g0326000,TraesCS4B02G174300
Os03g0326000,TraesCS4D02G176300
Os03g0326000,TraesCS4A02G130300
Os03g0326100,TraesCS4B02G174300
Os03g0326100,TraesCS4D02G176300
Os03g0326100,TraesCS4A02G130300
Os03g0326200,TraesCS4B02G174200
Os03g0326200,TraesCS4D02G176200
Os03g0326300,TraesCS6A02G305100
Os03g0326300,TraesCS6D02G284300
Os03g0326300,TraesCS6B02G333400
Os03g0326500,TraesCS4A02G130400
Os03g0326500,TraesCS4B02G174100
Os03g0326500,TraesCS4D02G176100
Os03g0327100,TraesCS4B02G174000
Os03g0327100,TraesCS4D02G176000
Os03g0327100,TraesCS4A02G130600
Os03g0327600,TraesCS4A02G130800
Os03g0327600,TraesCS4D02G175900
Os03g0327600,TraesCS4B02G173700
Os03g0327800,TraesCS4B02G173600
Os03g0327800,TraesCS4D02G175700
Os03g0327800,TraesCS4A02G131000
Os03g0328000,TraesCS4A02G131100
Os03g0328000,TraesCS4D02G175600
Os03g0328000,TraesCS4B02G173500
Os03g0328100,TraesCS4B02G173400
Os03g0328100,TraesCS4A02G131200
Os03g0328100,TraesCS4D02G175500
Os03g0329500,TraesCS4B02G173200
Os03g0329500,TraesCS4D02G175300
Os03g0329500,TraesCS4A02G131400
Os03g0329700,TraesCS4A02G131500
Os03g0329700,TraesCS4D02G175200
Os03g0329700,TraesCS4B02G173100
Os03g0330000,TraesCS4B02G172800
Os03g0330000,TraesCS4D02G174800
Os03g0330000,TraesCS4A02G131800
Os03g0330200,TraesCS4A02G131900
